Siniestro;Poliza;Fec_ocu;Fec_com;Fec_pago;Importe
2008;92911;21-06-2020;30-06-2020;09-08-2020;107
2009;31891;15-12-2018;26-12-2018;04-02-2019;100
2010;95391;12-07-2021;18-07-2021;17-08-2021;110
2011;97854;06-08-2023;19-09-2023;09-10-2023;86
2012;21181;31-03-2018;20-04-2018;30-05-2018;115
2018;30768;23-02-2022;01-04-2022;17-06-2022;83
2019;32360;13-02-2023;24-03-2023;26-10-2023;86
2020;98578;24-08-2019;04-09-2019;29-01-2020;124
2021;78244;09-04-2022;14-04-2022;24-04-2022;79
2022;50680;01-03-2020;18-03-2020;22-09-2022;59
2023;78624;08-06-2018;22-07-2018;24-10-2018;116
2019;41641;22-12-2018;02-01-2019;01-02-2019;129
2020;31785;12-10-2020;30-10-2020;29-11-2020;102
2021;24679;16-05-2018;28-05-2018;31-10-2021;85
2022;24059;17-11-2022;03-12-2022;13-12-2022;93
2023;76541;01-11-2018;11-11-2018;21-11-2018;97
2024;17019;27-09-2023;13-10-2023;12-11-2023;80
2025;35144;15-01-2021;23-01-2021;02-02-2021;124
2026;49508;03-03-2019;06-03-2019;15-04-2019;95
2027;27119;28-03-2022;04-04-2022;14-05-2022;87
2028;48139;18-04-2019;06-05-2019;23-02-2022;80
2029;82837;16-04-2018;06-05-2018;18-04-2022;63
2030;82980;15-03-2022;26-03-2022;05-05-2022;92
2031;69951;17-09-2018;23-09-2018;04-04-2020;71
2032;99455;27-01-2019;04-02-2019;30-04-2022;83
2033;21763;02-03-2019;09-03-2019;14-09-2019;125
2034;65666;28-05-2023;07-07-2023;18-07-2023;97
2035;89567;03-07-2020;10-07-2020;09-05-2023;55
2036;85281;29-03-2022;10-04-2022;19-04-2023;83
2037;77975;13-02-2020;24-03-2020;03-04-2020;118
2038;96386;15-02-2021;26-02-2021;09-03-2022;82
2039;56633;12-06-2022;19-06-2022;09-07-2022;105
2040;45881;28-04-2021;11-06-2021;01-07-2021;105
2041;64380;22-07-2018;06-08-2018;09-03-2021;63
2042;45748;05-02-2020;12-02-2020;02-08-2021;100
2043;89678;26-01-2021;04-02-2021;15-03-2021;122
2044;32928;13-05-2022;16-05-2022;05-06-2022;112
2045;14894;15-07-2020;24-08-2020;24-06-2023;69
2046;63833;28-05-2020;01-06-2020;11-06-2020;125
2047;94172;27-09-2020;14-10-2020;12-07-2021;91
2048;34701;30-09-2018;07-10-2018;16-11-2018;116
2049;45736;19-02-2018;01-04-2018;11-05-2018;98
2050;69283;20-04-2022;27-05-2022;31-03-2023;66
2051;15180;28-05-2018;12-07-2018;21-08-2018;116
2052;38618;06-10-2023;19-10-2023;28-11-2023;104
2053;50268;21-08-2018;06-09-2018;16-10-2018;123
2054;51751;07-03-2020;13-03-2020;22-04-2020;130
2055;12038;10-07-2021;17-07-2021;18-07-2023;94
2056;43816;05-01-2023;21-01-2023;02-03-2023;110
2057;65134;05-02-2020;18-02-2020;25-10-2023;75
2058;34563;04-10-2019;08-10-2019;20-11-2023;66
2059;44923;08-02-2019;20-02-2019;21-10-2021;69
2060;83321;01-09-2022;15-09-2022;31-10-2023;75
2061;34549;10-05-2021;14-05-2021;03-06-2021;112
2062;52050;06-12-2019;15-12-2019;26-06-2020;97
2063;79844;03-04-2019;21-04-2019;31-05-2019;130
2064;32367;03-10-2018;19-11-2018;29-11-2018;127
2065;51079;27-11-2022;03-01-2023;06-03-2023;90
2066;97266;17-04-2020;03-06-2020;13-07-2020;89
2067;83749;11-09-2019;30-09-2019;10-10-2019;100
2068;34077;18-01-2020;24-01-2020;30-09-2021;89
2069;84328;22-07-2019;30-07-2019;18-10-2022;77
2070;83622;31-07-2022;05-08-2022;15-08-2022;83
2071;72936;08-02-2020;26-02-2020;06-09-2023;79
2072;97505;16-01-2020;27-01-2020;08-03-2020;76
2073;75440;06-01-2019;16-01-2019;15-02-2019;105
2074;76810;09-07-2020;24-07-2020;03-08-2020;111
2075;80010;05-03-2021;18-03-2021;27-04-2021;94
2076;48377;23-03-2020;03-04-2020;07-12-2022;83
2077;83540;20-10-2019;07-11-2019;17-12-2019;124
2078;99585;03-02-2022;19-03-2022;29-03-2022;117
2079;16726;06-09-2019;10-09-2019;30-09-2019;114
2080;14495;26-12-2018;01-01-2019;31-12-2023;58
2081;85426;01-11-2020;21-11-2020;31-12-2020;96
2082;11052;04-02-2019;07-02-2019;09-03-2019;110
2083;54331;02-08-2022;11-09-2022;21-10-2022;111
2084;94960;10-11-2022;16-11-2022;26-12-2022;117
2085;37899;31-07-2019;08-08-2019;15-12-2019;127
2086;24000;29-09-2021;16-10-2021;03-12-2021;106
2087;81941;27-02-2018;05-03-2018;13-09-2018;123
2088;98725;05-01-2019;12-01-2019;22-01-2019;125
2089;92082;03-04-2022;10-05-2022;25-07-2022;101
2090;76101;15-10-2022;24-10-2022;03-11-2022;112
2091;35101;06-02-2022;21-03-2022;30-04-2022;100
2092;12404;25-12-2018;04-01-2019;03-02-2019;99
2093;36426;04-06-2018;12-06-2018;12-07-2018;144
2094;11175;28-01-2021;03-02-2021;11-09-2021;103
2095;37606;02-03-2022;06-03-2022;26-03-2022;78
2096;40267;02-01-2021;12-01-2021;16-01-2022;98
2097;81392;12-09-2020;18-09-2020;08-10-2020;119
2098;45253;27-03-2021;15-04-2021;20-04-2021;106
2099;31338;03-07-2023;23-07-2023;02-10-2023;106
2100;87251;04-07-2019;18-07-2019;05-02-2022;74
2101;20054;02-10-2023;16-10-2023;26-10-2023;100
2102;84307;30-08-2022;15-10-2022;04-11-2022;114
2103;54952;18-04-2023;22-04-2023;12-05-2023;109
2104;10486;17-12-2019;27-01-2020;26-02-2020;94
2105;14950;17-07-2018;30-07-2018;08-09-2018;122
2106;57133;21-02-2018;02-03-2018;13-03-2019;82
2107;76816;16-04-2021;24-05-2021;03-07-2021;105
2108;53101;23-12-2022;01-01-2023;10-02-2023;95
2109;43981;22-07-2020;30-07-2020;29-08-2020;98
2110;62256;13-09-2022;26-10-2022;15-11-2022;91
2111;41885;26-01-2023;11-02-2023;23-03-2023;92
2112;59327;16-07-2019;28-07-2019;17-08-2019;107
2113;68568;05-12-2020;15-12-2020;04-01-2021;104
2114;79084;24-03-2023;30-04-2023;16-05-2023;107
2115;48683;14-03-2020;02-04-2020;26-09-2023;56
2116;42251;13-04-2021;28-05-2021;27-06-2021;116
2117;72011;01-06-2018;09-07-2018;26-05-2021;82
2118;80740;20-07-2021;31-07-2021;08-07-2023;65
2119;19678;19-11-2022;04-01-2023;14-01-2023;91
2120;51448;21-06-2021;25-06-2021;17-04-2023;80
2121;60124;06-10-2020;14-10-2020;08-09-2022;86
2122;17791;19-06-2020;24-06-2020;19-01-2022;58
2123;86863;25-08-2019;11-09-2019;24-02-2021;78
2124;62728;12-03-2019;31-03-2019;20-04-2019;110
2125;96569;25-03-2018;02-04-2018;12-05-2018;136
2126;32833;08-02-2023;15-02-2023;27-03-2023;91
2127;24996;05-05-2021;11-05-2021;21-05-2021;115
2128;97395;14-03-2021;23-03-2021;22-04-2021;115
2129;35569;29-12-2020;16-01-2021;26-01-2021;103
2130;51353;28-09-2019;11-11-2019;01-12-2019;104
2131;47120;18-03-2020;02-04-2020;12-05-2020;133
2132;67584;13-05-2018;16-05-2018;25-06-2018;148
2133;28102;25-02-2018;03-04-2018;13-05-2018;108
2134;22581;09-01-2022;20-01-2022;19-02-2022;133
2135;15081;25-10-2019;11-12-2019;20-01-2020;98
2136;56224;21-03-2021;04-04-2021;17-10-2023;86
2137;96723;05-07-2019;13-07-2019;23-07-2019;116
2138;12581;06-11-2019;20-11-2019;30-12-2019;103
2139;75455;16-09-2019;28-09-2019;18-10-2019;123
2140;90157;25-01-2020;04-03-2020;14-03-2020;141
2141;55433;15-05-2022;30-05-2022;09-06-2022;119
2142;37067;15-03-2022;31-03-2022;10-05-2022;106
2143;17930;22-02-2021;04-03-2021;13-04-2021;102
2144;78243;26-04-2021;14-05-2021;13-06-2021;101
2145;64509;27-08-2023;31-08-2023;10-10-2023;106
2146;61008;17-07-2019;01-09-2019;01-10-2019;117
2147;73644;26-08-2019;08-09-2019;30-12-2020;104
2148;47769;15-08-2019;01-10-2019;31-10-2019;122
2149;20188;21-10-2019;25-10-2019;12-06-2020;96
2150;75181;04-09-2021;20-09-2021;16-08-2022;89
2151;77966;07-09-2021;12-09-2021;12-10-2021;116
2152;22656;12-01-2023;23-01-2023;07-08-2023;92
2153;62990;31-03-2018;11-04-2018;14-07-2018;141
2154;18462;16-03-2022;28-04-2022;07-06-2022;108
2155;98576;09-09-2022;14-09-2022;03-12-2023;93
2156;95072;14-05-2018;28-06-2018;08-07-2018;120
2157;81011;11-03-2021;19-03-2021;28-04-2021;67
2158;84308;11-05-2022;31-05-2022;23-12-2023;76
2159;13043;13-10-2019;02-11-2019;20-01-2021;84
2160;53243;30-09-2018;05-10-2018;15-10-2018;137
2161;78414;28-01-2022;08-02-2022;20-03-2022;132
2162;23092;19-10-2020;31-10-2020;19-01-2023;72
2163;10390;16-10-2022;02-11-2022;25-03-2023;114
2164;51920;19-12-2018;02-01-2019;22-01-2019;101
2165;59238;02-04-2023;20-04-2023;20-05-2023;92
2166;12859;27-07-2023;03-08-2023;23-08-2023;78
2167;34783;17-08-2020;29-08-2020;18-09-2020;131
2168;77714;07-06-2018;16-06-2018;06-07-2018;155
2169;79995;27-11-2022;09-12-2022;18-01-2023;83
2170;85837;21-04-2018;07-05-2018;27-05-2018;110
2171;39695;09-09-2020;19-10-2020;28-12-2021;101
2172;47216;02-07-2020;12-07-2020;04-08-2021;85
2173;75444;27-06-2020;10-07-2020;16-11-2020;103
2174;20741;02-01-2022;11-01-2022;10-02-2022;139
2175;41445;10-05-2023;21-05-2023;10-06-2023;116
2176;46107;13-08-2020;31-08-2020;10-09-2020;118
2177;31350;23-01-2018;03-02-2018;15-03-2018;87
2178;57065;24-08-2019;11-09-2019;21-10-2019;108
2179;51696;09-10-2022;19-10-2022;08-11-2022;121
2180;89432;18-04-2022;30-04-2022;09-06-2022;97
2181;81369;21-09-2021;11-10-2021;20-11-2021;113
2182;16609;05-08-2022;25-08-2022;14-09-2022;99
2183;25729;04-12-2020;12-12-2020;19-12-2021;95
2184;13125;13-04-2023;02-05-2023;22-05-2023;81
2185;35294;01-04-2023;11-04-2023;01-05-2023;105
2186;32711;21-02-2022;25-02-2022;19-01-2023;87
2187;89596;19-12-2019;30-01-2020;11-03-2020;103
2188;23463;07-12-2022;24-12-2022;13-07-2023;96
2189;61348;27-06-2019;01-07-2019;30-05-2023;61
2190;51047;18-07-2021;26-07-2021;19-08-2022;67
2191;29570;19-11-2020;25-11-2020;15-12-2020;89
2192;41702;28-05-2021;10-07-2021;20-07-2021;111
2193;28298;04-01-2022;12-02-2022;30-07-2023;87
2194;58864;07-09-2018;22-09-2018;01-11-2018;133
2195;88509;10-08-2022;30-08-2022;19-09-2022;118
2196;22243;17-01-2019;27-02-2019;20-08-2020;92
2197;58313;30-09-2022;04-10-2022;13-11-2022;117
2198;82548;11-05-2021;14-05-2021;13-06-2021;83
2199;38393;16-03-2019;29-04-2019;29-05-2019;117
2200;51130;19-03-2023;06-04-2023;22-04-2023;104
2201;48613;18-06-2019;03-07-2019;12-08-2019;108
2202;53475;20-06-2023;10-07-2023;11-11-2023;99
2203;32081;21-09-2018;28-10-2018;20-03-2019;114
2204;40862;16-11-2022;04-12-2022;17-06-2023;80
2205;61675;06-05-2023;13-06-2023;18-11-2023;95
2206;74323;04-04-2021;17-04-2021;17-05-2021;115
2207;80667;22-12-2019;01-01-2020;11-01-2020;87
2208;52648;14-01-2022;22-01-2022;01-02-2022;112
2209;84343;04-07-2023;13-08-2023;12-09-2023;89
2210;49582;29-11-2018;02-12-2018;22-12-2018;96
2211;89890;08-03-2018;20-03-2018;19-04-2018;121
2212;86855;11-01-2019;25-01-2019;29-05-2021;88
2213;15446;19-10-2018;28-11-2018;17-12-2022;60
2214;90005;27-01-2018;03-02-2018;05-03-2018;105
2215;63462;12-09-2023;28-09-2023;08-10-2023;95
2216;27348;09-03-2019;17-03-2019;24-03-2020;76
2217;52108;13-09-2019;22-10-2019;21-05-2023;70
2218;17036;09-05-2020;18-05-2020;28-05-2020;101
2219;27349;14-08-2021;23-09-2021;28-07-2023;73
2220;81830;28-01-2020;15-03-2020;14-04-2020;128
2221;74059;30-05-2023;12-06-2023;18-07-2023;75
2222;64278;20-08-2022;09-09-2022;19-10-2022;100
2223;22262;09-08-2018;28-08-2018;17-09-2018;115
2224;11204;11-06-2022;19-06-2022;29-09-2022;112
2225;91381;17-06-2023;20-06-2023;10-07-2023;103
2226;78273;22-06-2019;26-06-2019;22-07-2021;84
2227;14598;19-01-2019;06-02-2019;18-03-2019;101
2228;16385;29-03-2022;18-04-2022;24-09-2022;106
2229;16961;19-04-2018;08-05-2018;17-06-2018;129
2230;46588;06-03-2019;22-03-2019;29-07-2019;109
2231;35315;08-10-2019;15-10-2019;14-11-2019;88
2232;51210;24-12-2018;31-12-2018;10-01-2019;115
2233;86542;19-12-2018;27-12-2018;05-02-2019;87
2234;73544;24-10-2020;07-11-2020;07-12-2020;103
2235;23661;17-10-2021;06-11-2021;26-11-2021;106
2236;27463;24-02-2019;05-03-2019;21-03-2020;122
2237;36264;02-11-2022;20-11-2022;20-12-2022;102
2238;11622;03-02-2019;13-02-2019;22-02-2022;73
2239;11193;29-11-2022;05-12-2022;25-12-2022;100
2240;46719;07-05-2018;15-06-2018;01-08-2020;88
2241;40930;20-05-2021;23-05-2021;22-06-2021;97
2242;45560;03-01-2018;22-01-2018;01-02-2018;115
2243;50434;10-04-2019;16-04-2019;26-05-2019;119
2244;58436;26-06-2019;12-07-2019;21-08-2019;114
2245;45282;05-02-2023;11-02-2023;23-03-2023;123
2246;31889;25-04-2019;09-06-2019;19-07-2019;133
2247;58562;23-02-2020;09-03-2020;18-04-2020;117
2248;80671;26-09-2019;14-10-2019;03-11-2019;106
2249;35414;11-10-2018;21-11-2018;31-12-2018;120
2250;43720;17-02-2018;21-02-2018;03-03-2018;136
2251;66082;20-07-2018;02-08-2018;18-05-2022;74
2252;68036;09-04-2020;29-04-2020;20-09-2022;75
2253;77030;26-04-2022;05-05-2022;14-06-2022;86
2254;71673;17-04-2021;30-04-2021;23-02-2022;89
2255;34819;09-02-2020;01-03-2020;31-03-2020;138
2256;95488;25-11-2021;12-12-2021;01-01-2022;74
2257;67402;21-03-2021;02-04-2021;02-08-2023;68
2258;69349;16-03-2018;19-03-2018;02-04-2023;54
2259;47547;01-04-2021;09-05-2021;18-05-2022;66
2260;96701;24-10-2018;30-10-2018;29-11-2018;110
2261;38143;31-08-2018;04-09-2018;14-09-2018;145
2262;20234;31-03-2023;19-04-2023;26-06-2023;118
2263;16818;10-09-2021;13-09-2021;13-10-2021;90
2264;90383;04-09-2023;18-09-2023;31-10-2023;93
2265;67671;19-09-2023;06-10-2023;05-11-2023;106
2266;75346;05-02-2021;17-02-2021;28-03-2021;108
2267;92266;25-08-2019;11-09-2019;11-10-2019;153
2268;19839;25-07-2018;09-08-2018;18-09-2018;129
2269;11198;12-07-2019;31-07-2019;30-08-2019;110
2270;14325;13-08-2021;30-08-2021;13-01-2023;68
2271;35083;08-09-2022;15-10-2022;17-10-2022;87
2272;16242;24-01-2018;10-02-2018;10-01-2023;53
2273;70619;26-11-2022;30-11-2022;10-12-2022;108
2274;54575;10-03-2019;14-03-2019;24-03-2019;113
2275;19211;07-07-2022;13-07-2022;23-07-2022;75
2276;72864;10-01-2021;22-01-2021;18-11-2021;110
2277;83146;05-08-2019;21-08-2019;30-09-2019;129
2278;79542;06-03-2021;25-03-2021;04-04-2021;96
2279;24190;06-07-2018;13-07-2018;01-02-2023;64
2280;32304;22-11-2018;05-12-2018;30-08-2023;62
2281;66485;19-12-2020;24-12-2020;13-01-2021;78
2282;51794;27-11-2020;10-12-2020;09-01-2021;71
2283;64164;05-11-2020;25-11-2020;04-01-2021;108
2284;20036;11-10-2018;27-10-2018;21-04-2021;97
2285;34145;04-12-2019;07-12-2019;06-01-2020;96
2286;94440;23-12-2018;01-01-2019;15-07-2019;96
2287;75258;13-12-2021;16-12-2021;26-12-2021;109
2288;82509;02-12-2021;21-12-2021;23-02-2023;78
2289;25776;29-10-2021;16-11-2021;06-12-2021;112
2290;45427;11-01-2022;19-02-2022;31-08-2023;93
2291;41712;01-07-2018;11-07-2018;21-07-2018;101
2292;16941;28-05-2020;01-06-2020;11-06-2020;118
2293;88804;20-07-2020;26-07-2020;05-08-2020;113
2294;97084;17-04-2023;02-05-2023;17-07-2023;91
2295;89188;30-03-2019;08-04-2019;13-04-2021;87
2296;43847;20-05-2018;28-05-2018;17-06-2018;90
2297;33782;27-09-2021;17-10-2021;27-10-2021;120
2298;44933;07-05-2020;14-05-2020;13-06-2020;102
2299;19649;13-01-2019;29-01-2019;18-02-2019;117
2300;83555;13-11-2018;25-12-2018;12-02-2019;81
2301;34878;04-11-2021;20-11-2021;30-12-2021;114
2302;24706;20-09-2023;09-10-2023;29-10-2023;109
2303;17552;23-12-2022;29-01-2023;28-02-2023;88
2304;66895;29-08-2018;02-09-2018;28-09-2021;78
2305;70589;17-06-2020;07-07-2020;16-08-2020;118
2306;29328;30-11-2019;17-12-2019;21-03-2021;84
2307;61155;20-05-2020;30-05-2020;29-06-2020;115
2308;72007;07-09-2021;12-09-2021;12-10-2021;93
2309;80317;03-05-2018;07-05-2018;27-05-2018;126
2310;70660;13-03-2023;24-03-2023;03-04-2023;45
2311;43631;08-06-2022;27-06-2022;07-07-2022;127
2312;31882;03-09-2018;14-09-2018;28-01-2019;124
2313;62396;12-07-2020;18-08-2020;25-11-2021;51
2314;32084;22-10-2022;26-10-2022;25-11-2022;104
2315;95399;06-12-2020;15-12-2020;06-03-2021;87
2316;89846;19-02-2023;05-03-2023;15-03-2023;92
2317;77660;01-02-2022;16-02-2022;03-06-2023;80
2318;69778;20-08-2018;09-09-2018;29-09-2018;125
2319;85602;25-09-2021;02-10-2021;01-11-2021;102
2320;14914;29-03-2023;10-04-2023;10-05-2023;123
2321;25502;18-01-2021;06-02-2021;23-12-2023;71
2322;19278;30-03-2021;06-05-2021;16-05-2021;111
2323;90023;13-09-2020;29-10-2020;08-12-2020;106
2324;73501;24-05-2021;12-06-2021;12-07-2021;127
2325;48192;03-08-2023;09-08-2023;08-09-2023;82
2326;69948;15-04-2018;30-05-2018;29-06-2018;117
2327;51612;29-01-2023;17-02-2023;09-03-2023;55
2328;52969;08-11-2021;13-11-2021;15-09-2023;87
2329;16622;22-02-2019;11-03-2019;20-04-2019;122
2330;18813;03-05-2021;16-05-2021;24-02-2023;61
2331;58309;20-01-2022;25-01-2022;25-09-2022;115
2332;64096;19-10-2018;01-11-2018;11-12-2018;96
2333;41878;28-08-2022;09-10-2022;06-12-2023;84
2334;84422;12-10-2021;18-10-2021;17-11-2021;79
2335;69806;31-12-2020;14-02-2021;15-03-2021;91
2336;47175;12-05-2019;26-05-2019;20-10-2023;75
2337;22049;08-01-2020;18-01-2020;27-08-2022;107
2338;50593;15-01-2023;23-01-2023;06-12-2023;104
2339;25433;06-10-2022;15-10-2022;14-11-2022;76
2340;41776;15-02-2019;20-02-2019;02-03-2019;109
2341;60684;21-08-2019;09-09-2019;29-09-2019;144
2342;33423;31-05-2019;05-06-2019;29-08-2021;86
2343;12956;19-10-2021;25-10-2021;08-03-2023;81
2344;83080;05-06-2020;15-06-2020;27-06-2020;146
2345;27677;10-03-2019;15-03-2019;04-04-2019;120
2346;94671;05-03-2022;12-04-2022;30-05-2022;125
2347;63131;27-05-2018;03-07-2018;24-04-2019;96
2348;16230;18-12-2019;28-12-2019;06-02-2020;114
2349;37064;01-12-2018;05-12-2018;20-01-2022;63
2350;32642;14-10-2021;20-10-2021;28-06-2023;66
2351;14781;24-04-2019;07-05-2019;18-01-2023;69
2352;88029;25-07-2019;01-08-2019;10-09-2019;97
2353;60318;23-07-2023;07-08-2023;06-09-2023;84
2354;58046;07-12-2019;22-12-2019;31-01-2020;77
2355;95854;14-03-2023;23-03-2023;02-05-2023;105
2356;66799;09-07-2020;24-08-2020;03-10-2020;96
2357;71333;08-12-2019;17-12-2019;27-12-2019;109
2358;63242;25-08-2021;11-10-2021;31-10-2021;94
2359;25922;26-08-2020;12-09-2020;15-08-2021;129
2360;33139;31-03-2018;12-04-2018;21-03-2023;61
2361;62512;12-08-2021;28-08-2021;07-10-2021;111
2362;41417;22-02-2019;13-03-2019;02-04-2019;126
2363;93451;26-09-2022;05-10-2022;25-10-2022;98
2364;18497;13-02-2018;17-02-2018;29-03-2018;96
2365;48516;30-10-2018;07-11-2018;07-12-2018;143
2366;15596;03-12-2018;09-01-2019;29-12-2019;114
2367;78073;23-01-2022;02-02-2022;14-03-2022;112
2368;78219;22-04-2023;06-05-2023;05-06-2023;109
2369;22732;25-09-2020;14-10-2020;23-11-2020;115
2370;23211;29-09-2021;26-10-2021;15-11-2021;109
2371;99865;23-03-2022;05-04-2022;01-06-2023;105
2372;32142;11-05-2020;21-05-2020;30-06-2020;111
2373;62611;12-03-2018;18-04-2018;11-08-2021;63
2374;17584;11-02-2021;18-02-2021;31-12-2021;90
2375;89573;07-05-2022;13-06-2022;05-07-2023;103
2376;62303;20-04-2019;02-05-2019;01-06-2019;104
2377;13445;20-12-2019;29-01-2020;01-11-2021;68
2378;71624;07-12-2020;19-12-2020;12-10-2022;63
2379;28827;17-06-2018;26-07-2018;31-01-2023;64
2380;46297;30-06-2020;16-08-2020;25-09-2020;125
2381;99243;22-09-2019;01-11-2019;21-11-2019;92
2382;26301;19-07-2022;31-07-2022;30-03-2023;111
2383;24796;05-04-2019;13-04-2019;03-05-2019;118
2384;24102;31-08-2021;20-09-2021;10-10-2021;92
2385;55678;29-06-2022;08-07-2022;05-04-2023;93
2386;32708;26-05-2020;14-06-2020;09-11-2021;105
2387;75632;21-10-2022;27-10-2022;18-03-2023;79
2388;77557;06-01-2022;26-01-2022;07-03-2022;81
2389;35556;01-08-2023;08-08-2023;13-12-2023;72
2390;79317;16-11-2020;01-12-2020;15-06-2023;63
2391;80073;31-01-2019;12-02-2019;24-03-2019;122
2392;63770;19-07-2022;28-07-2022;17-08-2022;108
2393;43432;18-08-2019;31-08-2019;10-09-2019;105
2394;73651;10-05-2019;15-05-2019;24-06-2019;115
2395;78826;05-06-2020;09-06-2020;09-07-2020;131
2396;29960;06-11-2018;14-11-2018;05-05-2020;88
2397;98535;15-04-2019;04-05-2019;14-05-2019;134
2398;61712;19-07-2019;22-07-2019;14-06-2022;76
2399;92748;20-08-2022;02-09-2022;12-09-2022;111
2400;49320;10-05-2018;19-05-2018;22-01-2020;89
2401;34239;02-07-2020;18-07-2020;27-08-2020;136
2402;21787;20-08-2022;01-09-2022;21-09-2022;128
2403;91518;09-07-2021;15-07-2021;24-08-2021;83
2404;80190;05-04-2018;19-05-2018;08-06-2018;137
2405;71835;26-11-2022;29-11-2022;22-10-2023;89
2406;96264;28-08-2018;10-09-2018;19-09-2019;112
2407;11403;03-10-2018;09-10-2018;17-10-2020;84
2408;40830;24-09-2023;12-10-2023;01-11-2023;105
2409;36495;10-01-2020;18-01-2020;28-01-2020;102
2410;23375;08-08-2022;16-08-2022;15-09-2023;91
2411;32283;06-06-2020;23-06-2020;13-07-2020;115
2412;39480;11-12-2018;20-12-2018;30-12-2018;122
2413;69488;28-02-2022;11-03-2022;31-03-2022;128
2414;75319;15-01-2020;22-02-2020;26-06-2022;82
2415;33477;25-09-2020;13-10-2020;02-11-2020;106
2416;28340;19-10-2018;23-10-2018;22-11-2018;99
2417;87722;26-03-2022;11-04-2022;21-04-2022;118
2418;52618;21-01-2023;26-01-2023;15-08-2023;112
2419;89497;14-08-2023;29-08-2023;08-09-2023;108
2420;95467;24-05-2019;10-06-2019;09-07-2022;67
2421;13762;24-03-2021;01-04-2021;11-05-2021;93
2422;14701;18-09-2021;29-10-2021;20-04-2022;74
2423;34595;06-08-2018;17-09-2018;17-11-2022;66
2424;68427;24-10-2021;08-12-2021;07-01-2022;66
2425;89994;19-04-2023;09-05-2023;25-07-2023;101
2426;54441;10-07-2023;14-07-2023;13-08-2023;106
2427;25892;12-10-2022;26-11-2022;05-01-2023;73
2428;84215;16-04-2020;01-05-2020;11-05-2020;102
2429;71283;25-05-2018;07-07-2018;28-12-2023;65
2430;28073;13-05-2023;25-05-2023;04-06-2023;91
2431;96303;24-04-2019;07-05-2019;27-11-2023;73
2432;17400;13-06-2023;22-06-2023;12-07-2023;124
2433;38609;12-02-2021;24-02-2021;04-04-2021;120
2434;25653;26-06-2019;15-07-2019;04-08-2019;109
2435;87681;24-04-2023;05-05-2023;07-07-2023;91
2436;60833;23-04-2023;02-05-2023;01-06-2023;87
2437;11170;19-05-2022;02-06-2022;11-09-2022;72
2438;63083;06-08-2020;18-08-2020;07-09-2020;111
2439;64064;25-05-2020;31-05-2020;16-10-2022;79
2440;87963;01-01-2021;21-01-2021;06-02-2022;95
2441;57069;06-05-2023;12-05-2023;14-09-2023;110
2442;82994;07-09-2018;10-09-2018;30-12-2019;117
2443;62966;12-06-2020;25-06-2020;28-09-2020;138
2444;50676;09-09-2023;21-09-2023;21-10-2023;90
2445;56181;15-09-2021;23-09-2021;13-10-2021;116
2446;47546;18-08-2019;22-08-2019;21-09-2019;126
2447;35430;20-06-2019;10-07-2019;28-03-2023;79
2448;20119;29-09-2023;18-10-2023;17-11-2023;105
2449;14432;17-03-2023;20-03-2023;09-04-2023;63
2450;44184;20-02-2021;08-03-2021;17-04-2021;102
2451;88445;13-02-2018;24-02-2018;26-03-2018;109
2452;30022;28-01-2020;06-02-2020;08-03-2020;119
2453;66580;17-08-2018;22-08-2018;11-09-2018;109
2454;90561;12-02-2019;15-02-2019;25-04-2022;73
2455;55012;24-06-2022;09-08-2022;18-09-2022;109
2456;78905;12-03-2023;23-03-2023;02-05-2023;91
2457;49703;01-08-2021;14-08-2021;08-04-2023;60
2458;77438;22-07-2021;06-08-2021;26-08-2021;108
2459;21486;07-10-2023;11-10-2023;10-11-2023;98
2460;59427;23-06-2018;26-06-2018;16-07-2018;137
2461;68891;15-04-2019;01-05-2019;10-06-2019;120
2462;99318;21-08-2022;01-09-2022;01-10-2022;100
2463;71424;12-08-2019;26-08-2019;07-03-2023;65
2464;16582;20-02-2023;06-03-2023;05-04-2023;97
2465;72675;23-08-2020;04-09-2020;14-09-2020;109
2466;61676;29-07-2020;14-08-2020;13-09-2020;120
2467;43850;26-08-2021;30-08-2021;22-04-2022;103
2468;72549;20-02-2019;11-03-2019;12-06-2022;56
2469;69375;19-03-2022;06-04-2022;26-04-2022;113
2470;91336;08-06-2019;17-06-2019;07-07-2019;103
2471;83395;14-10-2022;22-11-2022;25-10-2023;92
2472;97177;18-12-2018;26-01-2019;08-08-2023;63
2473;54404;25-03-2022;08-04-2022;08-05-2022;91
2474;89799;12-05-2019;01-06-2019;11-06-2019;101
2475;20830;21-05-2019;23-06-2019;03-07-2019;126
2476;44428;22-03-2021;28-03-2021;27-04-2021;114
2477;62140;10-05-2020;18-05-2020;07-06-2020;150
2478;92656;21-11-2018;01-12-2018;30-09-2020;75
2479;24491;24-12-2019;29-12-2019;18-01-2020;93
2480;59905;25-12-2021;05-02-2022;25-02-2022;103
2481;11804;30-08-2018;09-10-2018;19-10-2018;126
2482;14937;23-11-2019;02-12-2019;31-07-2021;82
2483;52377;25-06-2023;11-07-2023;10-08-2023;69
2484;38038;22-09-2020;04-10-2020;14-10-2020;96
2485;75912;05-08-2020;08-08-2020;17-09-2020;139
2486;77122;16-10-2021;29-10-2021;08-12-2021;120
2487;90345;15-11-2018;02-12-2018;11-01-2019;105
2488;67925;24-07-2022;28-07-2022;09-11-2023;66
